267.385873   0.103804
254.826922  -0.031309
282.480812   0.024167
269.745312   0.007532
253.243801   0.066443
248.356766   0.063378
282.359741   0.321945
243.431631  -0.202407
268.740283   0.003918
260.249768   0.044725
244.876957   0.087319
260.591107   0.356347
289.898047   0.557223
264.884181   0.043990
250.920493   0.036566
260.538772   0.048110
266.244083   0.047394
265.672553   0.131450
251.010757  -0.050895
248.413396  -0.216504
263.654759  -0.062545
253.093634   0.045575
279.707576  -0.285106
246.595573   0.147949
